Name,Line,Sentiment
LEGOLAS,"That is no Orc horn. [They run out to 
                         the battlements.]",0.0
TH�ODEN,How is this possible?,0.0
ARAGORN,"[He bows] Mae govannen, Haldir. (Welcome, 
                         Haldir) [He grabs Haldir in a huge embrace. 
                         Initially stunned, Haldir hugs him back 
                         lightly.]",0.32
ARAGORN,"You are most welcome!

                         [Legolas and Haldir clasp each other 
                         on the shoulder.]",0.4583333333333333
GIMLI,"[Grumbling and straining to look above 
                         the wall.] You could have picked a better 
                         spot.",0.25
GIMLI,"Well lad, whatever luck you live by, 
                         let�s hope it lasts the night.",0.13636363636363635
LEGOLAS,"Your friends are with you, Aragorn.",0.0
GIMLI,"Let�s hope they last the night.

                         [The marching and thumping grows louder 
                         and louder. Lightning flashes and it 
                         begins to rain. While the Uruk-hai army 
                         continues to march at the fortress, 
                         an Uruk-hai leader steps on a rock outcrop.]",0.0
ARAGORN,"A Eruch�n, �-dano i faelas a hyn an 
                         uben tanatha le faelas! (Show them no 
                         mercy! For you shall receive none!)",0.0
GIMLI,"[Jumping and straining to see] What�s 
                         happening out there?",0.0
LEGOLAS,"Shall I describe it to you? [Looks at 
                         Gimli with a grin] Or would you like 
                         me to find you a box?",0.0
GIMLI,[Laughs good-naturedly] Hehehehe!!,0.0
ARAGORN,"Dartho! (Hold!)

                         [The Uruk-hai army stop their roaring 
                         and thumping. With a hollow groan, the 
                         Uruk that was shot collapsed to the 
                         ground. The other Uruk-hai bare their 
                         teeth and roar with anger. With a cry, 
                         the Uruk-hai leader thrusts his weapon 
                         in the air and the Uruk-hai army starts 
                         charging.]",-0.21875
TH�ODEN,So it begins.,0.0
ARAGORN,"Tangado halad! (Prepare to fire!)

                         [The Elves notch their arrow and aim.]",0.0
LEGOLAS,"Faeg i-varv d�n na lanc a nu ranc. (Their 
                         armor is weak at the neck and beneath 
                         the arms.)",-0.375
ARAGORN,Leithio i philinn! (Release the arrows!),0.0
GIMLI,Did they hit anything?,0.0
TH�ODEN,Give them a volley.,0.0
GAMLING,[to the men] Fire!,0.0
ARAGORN,Fire!,0.0
GIMLI,[Impatiently] Send them to me! C�mon!,-0.3125
ARAGORN,"Pendraid! (Ladders!)

                         [The Elves draw their blades in preparation 
                         for combat. The first ladders are almost 
                         reaching the walls with big nasty Uruk 
                         Berserkers on top of them.]",-0.0625
ARAGORN,Swords! Swords!,0.0
GIMLI,"Good!

                         [Close combat begins as the Uruk-hai 
                         climb over the wall.]",0.875
GIMLI,"Legolas, two already! [Holding up two 
                         fingers]",0.0
LEGOLAS,I�m on seventeen!,0.0
GIMLI,"[Outraged] Argh! I�ll have no pointy-ear 
                         outscoring me! [He turns to a Uruk just 
                         climbing over the wall, whacking it 
                         in the groin with his axe and killing 
                         it as it falls.]",-1.0
LEGOLAS,"[Fires two arrows] Nineteen!



                         [The Ent Moot is still in progress. 
                         The Ents sway a little as they continue 
                         to deliberate. Merry and Pippin are 
                         sitting a distance away. Suddenly, Treebeard 
                         nods and turns to the hobbits.]",-0.09375
PIPPIN,[Gesturing] Merry!,0.0
TREEBEARD,"We have just agreed. [Long pause with 
                         his eyes closed.]",-0.07500000000000001
MERRY,[Angles his head in query] Yes?,0.0
TREEBEARD,"I have told your names to the Ent moot 
                         and we have agreed � you are not Orcs.",0.0
PIPPIN,"Well, that�s good news.",0.7
MERRY,"[impatiently] And what about Saruman? 
                         Have you come to a decision about HIM?",-0.2
TREEBEARD,"[Waving a hand] Now don�t be hasty, 
                         Master Meriadoc.",0.0
MERRY,"Hasty? Our friends are out there! They 
                         need our help! They cannot fight this 
                         war on their own.",0.6
TREEBEARD,"War, yes� It affects us all. But you 
                         must understand, young hobbit. It takes 
                         a loong time to say anything in ooold� 
                         Entish. [Merry and Pippin roll their 
                         eyes in disgruntlement.] And we never 
                         say anything� unless it is worth taking 
                         a looong� time to say.",0.2
GIMLI,"Seventeen! Eighteen! Nineteen! Twenty! 
                         Twenty-one! Twenty-two!",0.0
ARAGORN,"Na fennas! (Causeway!) [Directs the 
                         Elf archers to aim at the Uruk-hai column.]",0.0
TH�ODEN,"Is this it? Is this all you can conjure, 
                         Saruman?",0.0
ARAGORN,"Togo hon dad, Legolas! (Bring him down, 
                         Legolas!) [Legolas shoots the Uruk-hai 
                         in the shoulder but the latter keeps 
                         going] Dago hon! Dago hon! (Kill him! 
                         Kill him!)",-0.09722222222222224
TH�ODEN,Brace the Gate! Hold them! Stand firm!,-0.25
GIMLI,"Aragorn!! Argh!

                         [He is soon overpowered. Aragorn gets 
                         up and sees Gimli falling.]",0.0
ARAGORN,"Gimli! [He yells to the Elves behind 
                         him] Hado i philinn! (Hurl the arrows!)",-0.625
ARAGORN,"Herio! (Charge!)

                         [Aragorn leads the Elves in a charge 
                         towards the Uruk-hai streaming in. He 
                         rushes to Gimli�s side and picks him 
                         up. At the top of the battlements, Legolas 
                         grabs a shield and sends it sliding 
                         across the ground. He then hops onto 
                         it and surfs down the steps, releasing 
                         three arrows as he goes, and kicking 
                         the shield to stab an Uruk-hai as he 
                         lands at the bottom.]",0.17222222222222222
TREEBEARD,"The Ents cannot hold back this storm. 
                         We must weather such things as we have 
                         always done.",0.0
MERRY,How can that be your decision?!,0.0
TREEBEARD,This is not our war.,0.0
MERRY,"But you're part of this world! Aren�t 
                         you?! [The Ents look at one another, 
                         taken back] You must help, please! You 
                         must do something!",0.0
TREEBEARD,"You are young and brave, Master Merry. 
                         But your part in this tale is over. 
                         Go back to your home.",0.3
PIPPIN,"Maybe Treebeard�s right. We don�t belong 
                         here, Merry. It's too big for us. What 
                         can we do in the end? We've got the 
                         Shire. Maybe we should go home.",0.14285714285714285
MERRY,"[Looking into the distance.] The fires 
                         of Isengard will spread. And the woods 
                         of Tuckborough and Buckland will burn. 
                         And all that was once green and good 
                         in this world will be gone. [Turns to 
                         Pippin and puts a hand on his shoulder] 
                         There won't be a Shire, Pippin.",0.24999999999999997
GAMLING,"Aragorn! Fall back to the Keep! Get 
                         your men out of there!",0.0
ARAGORN,"Na Barad! Na Baraad! Haldir, na Barad! 
                         (To the Keep! Pull back to the Keep! 
                         Haldir, to the Keep!)",0.0
GIMLI,"[Protesting] What are you doing? Argh! 
                         What are you stopping for!",0.0
ARAGORN,"[Sees Haldir falling] HALDIR!! [He runs 
                         up the steps to Haldir�s side and catches 
                         him and he collapses. Haldir's head 
                         rolls back, his eyes empty and unseeing. 
                         Aragorn bows his head in grief. Then 
                         with a cry, he jumps onto a ladder and 
                         swings down to the ground, killing as 
                         he goes.]",-0.2638888888888889
GAMLING,Brace the gate!,0.0
TH�ODEN,"[Drawing his sword] To the gate! Draw 
                         your swords!",0.0
GAMLING,Make way! We cannot hold much longer.,0.2
TH�ODEN,Hold them!,0.0
ARAGORN,"[Runs up and stabs away at the Uruk-hai 
                         through the broken gate] How long do 
                         you need?",-0.225
GAMLING,Brace the gate!,0.0
TH�ODEN,As long as you can give me!,-0.0625
ARAGORN,Gimli!,0.0
GIMLI,Come on! We can take �em!,0.0
ARAGORN,"It�s a long way.

                         [Gimli takes a peek and then steps back.]",-0.025
GIMLI,[Mumbles] Toss me.,0.0
ARAGORN,What?,0.0
GIMLI,"I cannot jump the distance! You�ll have 
                         to toss me!",0.0
GIMLI,"Oh! [Gimli stays Aragorn�s hand] Don�t 
                         tell the Elf.",0.0
ARAGORN,"Not a word.

                         [He tosses Gimli to the head of the 
                         Causeway and then leaps over.]",0.0
GIMLI,[Making quick work of killing the Uruk-hai],0.3333333333333333
TH�ODEN,Shore up the door!,0.0
TH�ODEN,"Higher!

                         [Men are bracing the gate with wood 
                         and nails. Aragorn and Gimli continue 
                         to fight off the Uruk-hai just outside. 
                         Meanwhile the Uruk-hai load and fires 
                         enormous hooks over the battlements. 
                         Hundred of Uruk-hai climb onto super-ladders 
                         as they are pulled up towards the walls, 
                         the super-ladders locking onto the edge 
                         of the battlements with their steel 
                         grips. Legolas takes aim as another 
                         super-ladder is being pulled up and 
                         shoots away one of the ropes. The ladder 
                         falls back onto the Uruk-hai army.]",0.078125
TH�ODEN,"[Through a crack in the gate] Gimli! 
                         Aragorn! Get out of there!",0.0
LEGOLAS,"Aragorn! [He throws them a rope]

                         [Aragorn grabs Gimli in one hand and 
                         the rope with the other as they are 
                         pulled up the wall. Just then the Uruk-hai 
                         load and fires enormous hooks over the 
                         battlements. Hundred of Uruk-hai climb 
                         onto super-ladders as they are pulled 
                         up towards the walls, the super-ladders 
                         locking onto the edge of the battlements 
                         with their steel grips. Legolas takes 
                         aim as another super-ladder is being 
                         pulled up and shoots away one of the 
                         ropes. The ladder falls back onto the 
                         Uruk-hai army.]",-0.041666666666666664
TH�ODEN,Pull everybody back! Pull them back!,0.0
GAMLING,Fall back! Fall back!,0.0
TH�ODEN,"They�ve broken through! The castle is 
                         breached. Retreat!",-0.625
GAMLING,Fall back!,0.0
TH�ODEN,Retreat!,0.0
ARAGORN,Hurry! Inside! Get them inside!,0.0
GAMLING,"Into the Keep!

                         [They all run towards the keep, Legolas 
                         firing two arrows into the Uruk-hai 
                         army as he goes.]",0.0
TREEBEARD,"I will leave you at the western borders 
                         of the forest. You can make your way 
                         north to your homeland from there.",0.0
PIPPIN,"Wait! Stop! Stop! [Treebeard comes to 
                         a stop.] Turn around. Turn around. Take 
                         us south!",0.0
TREEBEARD,South? But that will lead you past Isengard.,-0.25
PIPPIN,"Yes. Exactly. If we go south we can 
                         slip past Saruman unnoticed. The closer 
                         we are to danger, the farther we are 
                         from harm. It�s the last thing he�ll 
                         expect.",-0.05
TREEBEARD,"Mmmm. That doesn�t make sense to me. 
                         But then, you are very small. Perhaps 
                         you�re right. South it is then. Hold 
                         on, little Shirelings. I always like 
                         going south. Somehow it feels like going 
                         down hill.",-0.09558531746031748
MERRY,Are you mad? We�ll be caught!,-0.78125
PIPPIN,"No we won�t. Not this time.



                         [Faramir and company draws close to 
                         Osgiliath.]",0.0
FRODO,"[With tears in his eyes] The Ring will 
                         not save Gondor. It has only the power 
                         to destroy. Please, let me go.",-0.1
FARAMIR,Hurry. [He presses them on],0.0
FRODO,"Faramir, you must let me go!

                         [Frodo and Sam are pushed on towards 
                         Osgiliath]",0.0
TREEBEARD,"And a little family of field mice that 
                         climb up sometimes and they tickle me 
                         awfully. They�re always trying to get 
                         somewhere where they � Oh!! [He sees 
                         the desolated landscape of tree stumps 
                         that used to be forested grounds] Many 
                         of these trees were my friends. Creatures 
                         I had known from nut and acorn.",-0.22916666666666666
PIPPIN,"I�m sorry, Treebeard.",-0.5
TREEBEARD,"[With tears in his eyes] They had voices 
                         of their own. [His gaze turns to the 
                         treeless Isengard and its smoking caverns] 
                         Saruman! A wizard should know better!",0.6875
TREEBEARD,"There is no curse in Elvish, Entish 
                         or the tongues of men for this treachery. 
                         My business is with Isengard tonight. 
                         With rock and stone!",0.0
MERRY,Yes!,0.0
TREEBEARD,"Hoorarooom... Come my friends. The Ents 
                         are going to war. It is likely that 
                         we go to our doom. Last march of the 
                         Ents!",0.0
SAM,Mr Frodo!,0.0
FRODO,"It�s calling to him, Sam. His eye is 
                         almost on me.",0.0
SAM,"Hold on, Mr. Frodo� You'll be alright...",0.0
FARAMIR,"Take them to my father. Tell him Faramir 
                         sends a mighty gift. A weapon that will 
                         change our fortunes in this war.",0.4
SAM,"Do you want to know what happened to 
                         Boromir? You want to know why your brother 
                         died? He tried to take the Ring from 
                         Frodo! After swearing an oath to protect 
                         him, he tried to kill him! The Ring 
                         drove your brother mad!",-0.78125
SAM,Mr Frodo?,0.0
FRODO,"[In a faraway voice] They�re here. They�ve 
                         come.",0.0
FARAMIR,"[Looking up] NAZG�L!! [He grabs the 
                         hobbits and thrusts them into a corner.] 
                         Stay here. Keep out of sight. [To his 
                         men] Take cover!",0.0
TH�ODEN,The fortress is taken. It is over.,0.0
ARAGORN,"[Carrying a table with Legolas to shore 
                         up the door of the hall] You said this 
                         fortress would never fall while your 
                         men defend it! They still defend it! 
                         They have died defending it!",0.0
ARAGORN,"Is there no other way for the women 
                         and children to get out of the caves? 
                         [There is no answer.] Is there no other 
                         way?",0.0625
GAMLING,"There is one passage. It leads into 
                         the mountains. But they will not get 
                         far. The Uruk-hai are too many.",0.3
ARAGORN,"Send word for the women and children 
                         to make for the mountain pass. And barricade 
                         the entrance.",0.0
TH�ODEN,"So much death. What can men do against 
                         such reckless hate?",-0.20000000000000004
ARAGORN,"[Pause] Ride out with me. Ride out and 
                         meet them.",0.0
TH�ODEN,"[A light of determination shines in 
                         his eyes] For death and glory.",0.4
ARAGORN,For Rohan. For your people.,0.0
GIMLI,"The sun is rising.

                         [Aragorn looks up at a window to see 
                         faint light streaming through. He recalls 
                         Gandalf's words.]",-0.04999999999999999
TH�ODEN,"Yes. Yes! The horn of Helm Hammerhand 
                         shall sound in the deep one last time!",0.13333333333333333
GIMLI,"Yes! [Gimli runs up the steps to the 
                         horn of Helm Hammerhand]",0.0
TH�ODEN,"Let this be the hour when we draw swords 
                         together. Fell deeds awake. Now for 
                         wrath! Now for ruin! And a red dawn!",0.0
ARAGORN,Gandalf.,0.0
GANDALF,Th�oden king stands alone.,0.0
�OMER,"[Coming up from behind] Not alone. [He 
                         raises a hand] Rohirrim!!",-0.625
TH�ODEN,[Looking to the east] �omer!,0.0
�OMER,"To the king!

                         [The Rohirrim and the White Rider charge 
                         down the slope. Half the Uruk-hai army 
                         turns to face the challenge, bearing 
                         their spears down towards the riders. 
                         As the riders draw closer, the sun rises 
                         behind them, momentarily blinding the 
                         Uruk-hai who raise the hands (and spears) 
                         to shield their eyes. The riders crash 
                         right into the Uruk-hai and engage them 
                         in battle.]",-0.0986772486772487
PIPPIN,Yes!,0.0
TREEBEARD,"A hit. A fine hit!

                         [Two Ents rock a wooden structure and 
                         push it over into the caverns below, 
                         smashing against the rock. Some Orcs 
                         fire flamed-tipped arrows at an Ent, 
                         setting him on fire. Saruman continues 
                         to look about from his balcony, helpless. 
                         Some Ents are now breaking away at a 
                         dam.]",0.2604166666666667
TREEBEARD,"Break the dam! Release the river!

                         [The dam is broken and Saruman looks 
                         up to see the river rushing down the 
                         slope towards Isengard, washing away 
                         Orcs and wooden structures in its path.",-0.1851851851851852
MERRY,"Pippin, hold on! [The hobbits tighten 
                         their hold on top of Treebeard]",0.5
TREEBEARD,"Hold on, little hobbits!

                         [Treebeard braces himself against the 
                         flood. As the water rushes over Isengard, 
                         an Ent rushes in and thrusts his burning 
                         body into the water. The water rushes 
                         into the caverns, washing away the bridges, 
                         mechanisms and structures within.]",-0.234375
SAM,What are you doing? Where are you going?!,0.0
FRODO,Aaarrgghh!!!,0.0
SAM,"[With tears running down his face] It�s 
                         me. It�s your Sam. Don�t you know your 
                         Sam?",-0.15555555555555559
FRODO,"[Slowly and with despair] I can�t do 
                         this, Sam.",-0.30000000000000004
SAM,"[Getting up slowly] I know. It�s all 
                         wrong. By rights we shouldn�t even be 
                         here. But we are. [He stands and leans 
                         against a wall, looking out into the 
                         distance.] It�s like in the great stories, 
                         Mr. Frodo. The ones that really mattered. 
                         Full of darkness and danger they were. 
                         And sometimes you didn�t want to know 
                         the end. Because how could the end be 
                         happy? [Images of the riders winning 
                         the battle against the Uruk-hai at Helm�s 
                         Deep] How could the world go back to 
                         the way it was when so much bad had 
                         happened?",0.11500000000000003
TH�ODEN,"Victory! We have victory! [He raises 
                         his sword with a victorious cry]",0.0
SAM,"But in the end, it�s only a passing 
                         thing, this shadow. [The women and children 
                         welcome the men as they return. �owyn 
                         runs up to Aragorn and embraces him, 
                         crying tears of relief.] Even darkness 
                         must pass. A new day will come. [Isengard 
                         is flooded. Merry and Pippin looks on 
                         from their perch on Treebeard. On the 
                         balcony, Saruman stumbles back into 
                         his chamber] And when the sun shines 
                         it will shine out the clearer. Those 
                         were the stories that stayed with you. 
                         That meant something, even if you were 
                         too small to understand why. But I think, 
                         Mr. Frodo, I do understand. I know now. 
                         Folk in those stories had lots of chances 
                         of turning back only they didn�t. They 
                         kept going because they were holding 
                         on to something.",0.060795454545454555
FRODO,"What are we holding on to, Sam?",0.0
SAM,"There�s some good in this world, Mr. 
                         Frodo. And it�s worth fighting for.",0.5
FARAMIR,"I think at last we understand one another, 
                         Frodo Baggins.",0.0
FARAMIR,"Then it is forfeit. Release them.

                         [Sam shakes the ranger�s hand from his 
                         shoulder. Frodo looks up at Faramir 
                         with gladness. Over in the realm of 
                         Rohan, Gandalf, Th�oden and company 
                         ride to the top of a slope, looking 
                         towards the Mountain of Fire in the 
                         distance.]",0.5
GANDALF,"Sauron�s wrath will be terrible, his 
                         retribution swift. The battle for Helm�s 
                         Deep is over. The battle for Middle-earth 
                         is about to begin. All our hopes now 
                         lie with two little hobbits. Somewhere 
                         in the wilderness.",-0.3958333333333333
SAM,"I wonder if we�ll ever be put into songs 
                         or tales.",0.0
FRODO,What?,0.0
SAM,"I wonder if people will ever say, �let�s 
                         hear about Frodo and the Ring.� And 
                         they�ll say �yes, that�s one of my favorite 
                         stories. Frodo was really courageous, 
                         wasn�t he, dad.� �Yes, my boy, the most 
                         famousest of hobbits. And that�s saying 
                         alot.�",0.39999999999999997
FRODO,"Huh, you left out one of the chief characters 
                         � Samwise the Brave. I want to hear 
                         more about Sam.",0.43333333333333335
FRODO,"Frodo wouldn�t have got far without 
                         Sam.",0.1
SAM,"Now Mr. Frodo, you shouldn�t make fun. 
                         I was being serious.",-0.016666666666666663
FRODO,"[smiling] So was I. [He turns to walk 
                         on]",0.0
SAM,"[Dreamily] Samwise the Brave. [He gives 
                         his backpack a heave and follows Frodo]",0.8
FRODO,Sm�agol!,0.0
SAM,We�re not gonna wait for you. Come on!,0.0
SM�AGOL,"Master... Master looks after us. Master 
                         wouldn�t hurt us.",0.0
GOLLUM,Master broke his promise.,0.0
SM�AGOL,"Don�t ask Sm�agol. Poor, poor Sm�agol.",-0.4
GOLLUM,"Master betrayed us! Wicked, tricksy, 
                         false. We ought to wring his filthy 
                         little neck. [Twists the branch of a 
                         tree] Kill him! Kill him! Kill them 
                         both. And then we take the precious 
                         and we be the master.",-0.24824218750000004
SM�AGOL,"[Scuttles and hides behind a tree] The 
                         fat hobbit, he knows. Eyes always watching.",-0.4
GOLLUM,"Then we stabs them out. Put out his 
                         eyeses. And make HIM crawl.",0.0
SM�AGOL,"[Bites on his finger and nods eagerly] 
                         Yes! Yes! Yes!",0.0
GOLLUM,Kill them both.,0.0
SM�AGOL,"Yes! No no! [Backs away against a tree] 
                         It�s too risky, it�s too risky.",0.0
SAM,"Where�s he gone? Hey Gollum, where are 
                         you?",0.0
FRODO,Sm�agol?,0.0
GOLLUM,"[Softly and sinisterly] We could let 
                         HER do it.",-0.2
SM�AGOL,Yes. She could do it.,0.0
GOLLUM,"Yes, precious she could. And then we 
                         takes it once they�re dead.",0.15
SM�AGOL,Once they�re dead�,0.0
GOLLUM,"Shh� [He pops out from hiding in front 
                         of the hobbits.]",0.0
SM�AGOL,"Come on, hobbits. Long ways to go yet. 
                         Sm�agol will show you the way.",-0.05
GOLLUM,"Follow me.

                         [ Camera pans up over the forest and 
                         Ephel D�ath to reveal the desolation 
                         of Mordor. To the left of the frame 
                         is the glowing Eye of Sauron atop Barad-d�r, 
                         and to the right of the frame is the 
                         fiery Mount Doom. Three Fell Beasts 
                         circle the dark skies. Lightning flashes 
                         as the scene fades to black.]",-0.007738095238095238
