Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
Natasha Romanoff,winter_soldier.txt,"Going after him is a dead end. I know, I've tried. [Natasha holds up the flash drive] Like you said, he's a ghost story. [Steve takes the flash drive from her]",-0.2,[ 1.7720448 -1.0977108],[ 1.7677476 -1.7717332],0.12254460155963898
Steve Rogers,winter_soldier.txt,"Well, let's find out what the ghost wants.",0.2,[ 0.5326324  -0.04051225],[ 1.455856  -1.4963988],0.04615715146064758
Alexander Pierce,winter_soldier.txt,"Nick Fury was murdered in cold blood. To any reasonable person, that would make him a martyr, not a traitor.",-0.1999999999999999,[ 1.4152676  -0.63948107],[ 1.6568774 -1.865382 ],0.11551280319690704
Alexander Pierce,winter_soldier.txt,Are you calling for my resignation? I've got a pen and paper right here.,0.2857142857142857,[ 1.9939823 -1.1035044],[ 1.7154694 -1.5703536],0.08843070268630981
Alexander Pierce,winter_soldier.txt,But you do want to have a discussion.,0.0,[ 1.4043647  -0.59435606],[ 1.633946  -1.5701832],0.06379947066307068
Natasha Romanoff,winter_soldier.txt,"First rule of going on the run is, don't run, walk.",0.25,[ 0.6467337 -0.2511321],[ 1.3316478 -1.3116382],0.026078760623931885
Steve Rogers,winter_soldier.txt,"If I run in these shoes, they're gonna fall off. [they go to a Mac store to use one of their computers]",0.0,[ 1.2341173  -0.49896047],[ 1.5600469 -1.5267689],0.02956908941268921
Natasha Romanoff,winter_soldier.txt,"The drive has a Level Six homing program, so as soon as we boot up SHIELD will know exactly where we are.",0.25,[0.48376042 0.16062272],[ 1.7922477 -1.782307 ],0.02197018265724182
Steve Rogers,winter_soldier.txt,How much time do we have?,0.2,[ 2.1794102 -1.3252586],[ 1.4473072 -1.240663 ],0.057930201292037964
Natasha Romanoff,winter_soldier.txt,"Uh...about nine minutes from... [she pops the flash drive into a MacBook Pro] Now. [we see several SHIELD vehicles heading their way] Fury was right about that ship, somebody's trying to hide something. This drive is protected by some sort of AI, it keeps rewriting itself to counter my commands.",0.1428571428571428,[ 1.1028847  -0.46945667],[ 1.5633894 -1.5156556],0.015464216470718384
Steve Rogers,winter_soldier.txt,Can you override it?,0.0,[ 1.8106822  -0.96942025],[ 1.637627  -1.5595334],0.034448474645614624
Natasha Romanoff,winter_soldier.txt,"The person who developed this is slightly smarter than me. Slightly. [Rumlow and his team pull up outside the mall and head inside] [back at the Mac store, Steve and Natasha continue to try and find out what's on the flash drive] I'm gonna try running a tracer. This is a program that SHIELD developed to track hostile malware, so if we can't read the file, maybe we can find out where it came from.",-0.0222222222222222,[ 1.1522565  -0.74878407],[ 1.2428249 -1.3298582],0.016820162534713745
Natasha Romanoff,winter_soldier.txt,"Oh, no. My fiancé was just helping me with some honeymoon destinations.",0.0,[0.06926075 0.39712328],[ 1.9286405 -1.9570789],0.17419004440307617
Steve Rogers,winter_soldier.txt,Right! We're getting married.,0.3035714285714285,[-0.5175566  1.0538086],[ 0.7738371 -0.9634749],0.16960591077804565
Steve Rogers,winter_soldier.txt,New Jersey.,0.1363636363636363,[0.38514602 0.16209558],[ 1.149293  -1.0626801],0.02973031997680664
Natasha Romanoff,winter_soldier.txt,"Wow, you two are practically twins.",0.1,[-0.5667894  1.1840798],[ 1.2665563 -1.2057847],0.11712208390235901
Steve Rogers,winter_soldier.txt,"Thank you. [as Rumlow and his team are in the mall looking for Steve and Natasha] You said nine minutes, come on.",0.0,[ 0.73546636 -0.0788223 ],[ 2.094856 -2.066366],0.1312786489725113
Natasha Romanoff,winter_soldier.txt,"Shh, relax. Got it. [they find the signal is coming from Wheaton, NJ] You know it?",0.0,[ 1.2654818 -0.4821601],[ 1.9203485 -1.978429 ],0.031068801879882812
Steve Rogers,winter_soldier.txt,"I used to. Let's go. [Steve pulls the flash drive from the computer and they walk out of the store] Standard tac-team. Two behind, to across, two coming straight at us. If they make us, I'll engage, you hit the south escalator to the metro. [as two agents are coming straight towards them]",0.0,[ 1.8179322 -1.2536459],[ 1.4281559 -1.4532994],0.021671175956726074
Natasha Romanoff,winter_soldier.txt,"Shut up and put your arm around me, laugh at something I said.",0.3,[-0.02954059  0.6320659 ],[ 1.0460368  -0.87613046],0.1731683313846588
Steve Rogers,winter_soldier.txt,What?,0.0,[ 1.4070891  -0.49027988],[ 1.2503315 -1.1553091],0.03506931662559509
Natasha Romanoff,winter_soldier.txt,Do it! [Steve quickly puts his arm around Natasha and laughs] [inside the Mac store one of the agents looks around],0.3333333333333333,[ 0.7816807  -0.28439465],[ 1.6259067 -1.7780735],0.06682834029197693
Brock Rumlow,winter_soldier.txt,Give me a floor rundown.,0.0,[ 1.6975284  -0.62732404],[ 1.26784   -1.2360183],0.0713965892791748
Brock Rumlow,winter_soldier.txt,"Snake the upper levels, work down to me. [as they are going down the escalator Natasha spots Rumlow on the escalator next to them going up, she turns to Steve]",-0.0777777777777777,[ 1.0337073  -0.58906305],[ 1.5571744 -1.6862446],0.04315561056137085
Natasha Romanoff,winter_soldier.txt,Kiss me.,0.0,[ 1.3108257 -0.4317818],[ 0.6756659  -0.76984274],0.17536532878875732
Steve Rogers,winter_soldier.txt,What?,0.0,[ 1.4070891  -0.49027988],[ 1.2503315 -1.1553091],0.03506931662559509
Natasha Romanoff,winter_soldier.txt,Public displays of affection make people very uncomfortable.,-0.325,[-0.51092154  0.7616092 ],[ 1.6335269 -1.7464304],0.12424847483634949
Steve Rogers,winter_soldier.txt,"Yes, they do. [she quickly pulls down Steve's head and kisses him making Rumlow look away as he goes past them on the escalator]",-0.024074074074074,[ 1.0936897 -0.5385006],[ 0.8922838 -1.0326923],0.16347971558570862
Natasha Romanoff,winter_soldier.txt,You still uncomfortable?,-0.5,[ 2.0124986 -1.1688982],[ 1.6480628 -1.7000272],0.14899909496307373
Steve Rogers,winter_soldier.txt,It's not exactly the word I would use.,-0.125,[ 1.1907243  -0.33554605],[ 1.5254093 -1.4405837],0.03000536561012268
Natasha Romanoff,winter_soldier.txt,Where did Captain America learn how to steal a car?,0.0,[ 1.1401747  -0.46120653],[ 1.2098873 -1.3188034],0.025576084852218628
Steve Rogers,winter_soldier.txt,Nazi Germany.,0.0,[-0.65626764  1.1923321 ],[ 0.85220397 -0.88590676],0.03982126712799072
Natasha Romanoff,winter_soldier.txt,Mm.,0.0,[ 1.2614238  -0.53119266],[ 1.3580008 -1.251141 ],0.1169750988483429
Steve Rogers,winter_soldier.txt,And we're borrowing. Take your feet off the dash. [Natasha takes her feet off the dash],0.0,[ 1.4125985  -0.76367366],[ 0.87414247 -0.9912118 ],0.1416810303926468
Natasha Romanoff,winter_soldier.txt,"Alright, I have a question for you, oh, which you do not have to answer. I feel like if you don't answer it though, you're kind of answering it, you know?",0.6,[ 2.014225  -1.3235267],[ 1.8820357 -1.9298481],0.060091376304626465
Steve Rogers,winter_soldier.txt,What?,0.0,[ 1.4070891  -0.49027988],[ 1.2503315 -1.1553091],0.03506931662559509
Natasha Romanoff,winter_soldier.txt,Was that your first kiss since 1945?,0.25,[ 1.8731767 -1.1345487],[ 1.3599988 -1.2921151],0.19153833389282227
Steve Rogers,winter_soldier.txt,"That bad, huh?",-0.6999999999999998,[0.46162653 0.3351541 ],[ 1.3248085 -1.2145443],0.07128593325614929
Natasha Romanoff,winter_soldier.txt,I didn't say that.,0.0,[0.6278815  0.02885189],[ 1.2845534 -1.2245522],0.06057816743850708
Steve Rogers,winter_soldier.txt,"Well, it kind of sounds like that's what you're saying.",0.6,[0.20358285 0.29807302],[ 1.5262865 -1.4303161],0.06596449017524719
Natasha Romanoff,winter_soldier.txt,"No, I didn't. I just wondered how much practice you've had.",0.2,[ 1.5924035 -0.937196 ],[ 1.9869007 -1.8144922],0.1052573025226593
Steve Rogers,winter_soldier.txt,You don't need practice.,0.0,[ 1.1859943  -0.39809287],[ 1.5950738 -1.4399527],0.06827408075332642
Natasha Romanoff,winter_soldier.txt,Everybody needs practice.,0.0,[0.02865895 0.65747786],[ 1.4529885 -1.4217197],0.03475642204284668
Steve Rogers,winter_soldier.txt,"It was not my first kiss since 1945. I'm ninety-five, I'm not dead.",0.175,[ 2.0180361 -1.1841817],[ 1.8898789 -1.8249909],0.17491789162158966
Natasha Romanoff,winter_soldier.txt,"Nobody special, though? [Steve chuckles]",0.3571428571428571,[ 1.4598178 -0.7446568],[ 1.8489047 -1.9893554],0.05488324165344238
Steve Rogers,winter_soldier.txt,"Believe it or not, it's kind of hard to find someone with shared life experience.",0.1541666666666666,[ 0.8200535  -0.22300124],[ 1.8916372 -1.8201213],0.10040098428726196
Natasha Romanoff,winter_soldier.txt,"Well, that's alright, you just make something up.",0.0,[-0.588979   1.0930035],[ 1.5154396 -1.3151412],0.13206492364406586
Steve Rogers,winter_soldier.txt,"What, like you?",0.0,[ 1.5581089 -0.7295822],[ 1.5653692 -1.5594796],0.11163927614688873
Natasha Romanoff,winter_soldier.txt,"I don't know. The truth is a matter of circumstances, it's not all things to all people all the time. And neither am I.",0.0,[ 2.1742513 -1.3439089],[ 2.0464513 -1.8952688],0.06031990051269531
Steve Rogers,winter_soldier.txt,That's a tough way to live.,-0.1262626262626262,[0.6538982  0.18498641],[ 1.3519295 -1.3275535],0.047068119049072266
Natasha Romanoff,winter_soldier.txt,"It's a good way not to die, though.",0.7,[ 1.2433504  -0.51689875],[ 1.4173348 -1.4267117],0.07441824674606323
Steve Rogers,winter_soldier.txt,"You know, it's kind of hard to trust someone when you don't know who that someone really is.",0.1694444444444444,[ 1.2233996  -0.59190065],[ 1.7708752 -1.7093726],0.10759417712688446
Natasha Romanoff,winter_soldier.txt,Yeah. Who do you want me to be?,0.0,[ 2.3181672 -1.4413766],[ 1.6387926 -1.7081523],0.17167940735816956
Steve Rogers,winter_soldier.txt,How about a friend? [Natasha laughs softly],0.1,[ 1.8952721 -1.129339 ],[ 1.643999  -1.7754447],0.11586984992027283
Natasha Romanoff,winter_soldier.txt,"Well, there's a chance you might be in the wrong business, Rogers.",-0.5,[ 1.1165551 -0.7961435],[ 1.4895333 -1.5040036],0.06535187363624573
Steve Rogers,winter_soldier.txt,This is it.,0.0,[ 0.8619077  -0.04996754],[ 0.9887771  -0.89095414],0.027920126914978027
Natasha Romanoff,winter_soldier.txt,The file came from these coordinates.,0.0,[ 0.8475395 -0.1880652],[ 1.8738245 -1.8417825],0.022378772497177124
Steve Rogers,winter_soldier.txt,So did I. [later that night as they walk around the base trying to pinpoint where the signal came from] This camp is where I was trained.,-0.4,[ 1.2232596  -0.49179885],[ 1.9803377 -2.109566 ],0.025136291980743408
Natasha Romanoff,winter_soldier.txt,Changed much?,0.2,[ 1.7535666 -0.8564606],[ 1.236411  -1.1051414],0.026017069816589355
Steve Rogers,winter_soldier.txt,"A little. [Steve has a brief visions of his former, smaller self running past him as he's getting trained with other soldiers]",-0.09375,[ 0.5026838  -0.05760287],[ 2.0545423 -2.122859 ],0.07639625668525696
Natasha Romanoff,winter_soldier.txt,"This is a dead end. Zero heat signature, zero waves, not even radio. Whoever wrote the file must have used a router to throw people off. [Steve notices a building ahead of them] What is it? [as they walk over to the building]",-0.2,[ 1.6647745 -1.1170751],[ 1.6912557 -1.8295296],0.0158689022064209
Steve Rogers,winter_soldier.txt,"Army regulations forbid storing ammunition within five hundred yards of the barracks. This building is in the wrong place. [Steve opens the lock with his shield and they enter inside, when they turn on the lights they notice it's a SHIELD office]",-0.5,[ 0.8576128  -0.39396185],[ 1.4841462 -1.7314211],0.02235516905784607
Natasha Romanoff,winter_soldier.txt,This is SHIELD.,0.0,[0.45515496 0.23523167],[ 1.4060131 -1.39825  ],0.030882924795150757
Steve Rogers,winter_soldier.txt,"Maybe where it started. [they enter a room where they find old framed portraits of Howard Stark, Peggy and Col. Chester Phillips]",-0.05,[ 1.1583743 -0.4004985],[ 1.944092  -2.0955632],0.037769705057144165
Natasha Romanoff,winter_soldier.txt,There's Stark's father.,-0.2,[0.16206561 0.5250881 ],[ 1.4283725 -1.5688623],0.05601552128791809
Steve Rogers,winter_soldier.txt,Howard.,0.0,[ 0.7442865  -0.06125861],[ 1.0387832 -0.9989196],0.02961483597755432
Natasha Romanoff,winter_soldier.txt,Who's the girl? [Steve doesn't reply and turns away to walk further down the room and stops by a massive book shelf],-0.0518518518518518,[ 1.543113  -0.9939579],[ 0.9250654 -1.0594419],0.05563893914222717
Steve Rogers,winter_soldier.txt,If you're already working in a secret office... [he pushes the books shelf and slides open to reveal an elevator behind it] Why do you need to hide the elevator? [they go down the elevator which takes them to a room with old looking computers],-0.1711111111111111,[ 1.4972178  -0.97657245],[ 1.8850461 -1.9327332],0.02781662344932556
Natasha Romanoff,winter_soldier.txt,"This can't be the data-point, this technology is ancient. [suddenly Natasha notices a small flash drive port, she places the flash drive in it which then activates the ancient computer in the room]",-0.125,[ 1.3707395 -0.8297236],[ 1.3654805 -1.3783659],0.016087263822555542
Natasha Romanoff,winter_soldier.txt,"Y-E-S, spells yes. [Natasha smiles as the old computer starts to cranks up] ""Shall we play a game?"" [to Steve] It's from a movie that...",-0.15,[ 1.5847968 -0.8410002],[ 1.81395   -1.8688283],0.026733696460723877
Steve Rogers,winter_soldier.txt,"Yeah, I saw it. [suddenly they hear an accented voice speaking]",0.0,[0.47440743 0.34761116],[ 1.8338468 -1.7722973],0.04215016961097717
Natasha Romanoff,winter_soldier.txt,It's some kind of a recording.,0.6,[ 0.926553   -0.13478822],[ 1.3917334 -1.2425154],0.021064192056655884
Natasha Romanoff,winter_soldier.txt,Do you know this thing?,0.0,[ 2.0984306 -1.2057356],[ 1.8096162 -1.7268265],0.04701527953147888
Steve Rogers,winter_soldier.txt,Arnim Zola was a German scientist who worked for the Red Skull. He's been dead for years.,-0.0666666666666666,[ 0.8465573  -0.11974837],[ 1.7059478 -1.9101206],0.04122394323348999
Steve Rogers,winter_soldier.txt,How did you get here?,0.0,[ 2.056241  -1.2506253],[ 1.8408171 -1.8476825],0.06786605715751648
Natasha Romanoff,winter_soldier.txt,It was Operation Paperclip after World War II. SHIELD recruited German scientists with strategic value.,0.0,[-0.627592  0.94904 ],[ 1.5880717 -1.7567502],0.02805456519126892
Steve Rogers,winter_soldier.txt,HYDRA died with the Red Skull.,0.0,[0.53790873 0.30635813],[ 1.2085785 -1.3855876],0.038071006536483765
Steve Rogers,winter_soldier.txt,Prove it.,0.0,[0.6233185  0.08242045],[ 1.3288509 -1.2467866],0.03770172595977783
Natasha Romanoff,winter_soldier.txt,"That's impossible, SHIELD would have stopped you.",-0.6666666666666666,[ 0.96981543 -0.27042657],[ 1.3638378 -1.319794 ],0.07146158814430237
Steve Rogers,winter_soldier.txt,What's on this drive?,0.0,[ 2.0654898 -1.2703243],[ 1.5348196 -1.5659655],0.019436627626419067
Natasha Romanoff,winter_soldier.txt,What kind of algorithm? What does it do?,0.6,[ 2.017314 -1.291272],[ 1.4370955 -1.2796137],0.025230765342712402
Natasha Romanoff,winter_soldier.txt,"Steve, we got a bogey. Short range ballistic. 30 seconds tops.",0.0,[ 1.6933249 -0.8041351],[ 1.5787843 -1.4048252],0.025297552347183228
Steve Rogers,winter_soldier.txt,Who fired it?,0.0,[ 1.86806   -1.0374111],[ 1.300164  -1.1292332],0.02960759401321411
Natasha Romanoff,winter_soldier.txt,S.H.I.E.L.D.,0.0,[ 1.3685883 -0.6664022],[ 1.625858 -1.600198],0.024319559335708618
Brock Rumlow,winter_soldier.txt,[As he notices a footprint in the dust] Call in the asset.,0.0,[ 1.5120229  -0.71082085],[ 1.8074876 -2.02459  ],0.021560102701187134
Alexander Pierce,winter_soldier.txt,"No. Uh...it's fine, Renata, you can go home.",0.4166666666666667,[ 0.99583155 -0.37814572],[ 1.2306317 -1.0744531],0.04349857568740845
Alexander Pierce,winter_soldier.txt,"Good night. [Renata leaves] Want some milk? [the Winter Soldier doesn't reply] The timetable has moved. Our window is limited. Two targets, Level Six. [he pours himself a glass of milk and goes over to join the Winter Soldier at the table] They already cost me Zola. I want confirmed death in ten hours. [just then Renata interrupts them as she enters the kitchen]",0.2571428571428571,[ 1.8516192 -1.2996835],[ 1.1093832 -1.3165976],0.10737469792366028
Alexander Pierce,winter_soldier.txt,"Oh, Renata. I wish you would have knocked. [Pierce picks up the gun from the table and shoots and kills her]",0.0,[ 1.8355187  -0.99321115],[ 0.8625824 -1.0753376],0.08757293224334717
Sam Wilson,winter_soldier.txt,"Hey, man.",0.0,[0.5009698  0.23868713],[ 1.5600971 -1.5483557],0.047181010246276855
Steve Rogers,winter_soldier.txt,I'm sorry about this. We need a place to lay low.,-0.25,[ 1.9804057 -1.0643979],[ 1.9252998 -1.7264416],0.16183261573314667
Natasha Romanoff,winter_soldier.txt,Everyone we know is trying to kill us. [Sam pauses a moment before replying],0.0,[ 0.8199178  -0.15948015],[ 1.76157  -1.995102],0.041143447160720825
Sam Wilson,winter_soldier.txt,"Not everyone. [Sam let's them enter, later as Steve and Natasha are cleaning up, Steve notices Natasha looking sad and thoughtful]",-0.0333333333333333,[ 0.97519356 -0.5501729 ],[ 1.8731936 -2.008936 ],0.09157544374465942
Steve Rogers,winter_soldier.txt,You okay?,0.5,[ 1.9940612 -1.0107062],[ 1.6277424 -1.6502446],0.13329826295375824
Natasha Romanoff,winter_soldier.txt,Yeah.,0.0,[-0.0112833  0.4965879],[ 0.8073447 -0.7215428],0.027981340885162354
Steve Rogers,winter_soldier.txt,What's going on?,0.0,[ 2.059267  -1.1191577],[ 1.589713  -1.6127781],0.02483004331588745
Natasha Romanoff,winter_soldier.txt,"When I first joined SHIELD, I thought I was going straight. But I guess I just traded in the KGB for HYDRA. I thought I knew whose lies I was telling, but...I guess I can't tell the difference anymore.",0.225,[ 1.631693 -0.962528],[ 1.7187976 -1.8995124],0.04093724489212036
Steve Rogers,winter_soldier.txt,There's a chance you might be in the wrong business. [Natasha smiles faintly],-0.5,[ 1.5827247 -1.1026045],[ 1.5218366 -1.5337794],0.12072400748729706
Natasha Romanoff,winter_soldier.txt,I owe you.,0.0,[ 0.918095  -0.1659404],[ 1.6483787 -1.5556484],0.1763576865196228
Steve Rogers,winter_soldier.txt,It's okay.,0.5,[0.06516619 0.6236253 ],[ 1.3653582 -1.2982272],0.047666192054748535
Natasha Romanoff,winter_soldier.txt,"If it was the other way around, and it was down to me to save your life, and you be honest with me, would you trust me to do it?",0.1064814814814814,[ 2.4698558 -1.6446233],[ 1.7576158 -1.7578233],0.16243542730808258
Steve Rogers,winter_soldier.txt,I would now. And I'm always honest.,0.6,[ 1.4203913 -0.54205  ],[ 1.6280478 -1.5485549],0.15575692057609558
Natasha Romanoff,winter_soldier.txt,"Well, you seem pretty chipper for someone who just found out they died for nothing.",0.25,[-1.2203674  1.6722697],[ 1.7538973 -1.6539063],0.12799496948719025
Steve Rogers,winter_soldier.txt,"Well, I guess I just like to know who I'm fighting.",0.0,[0.6793913  0.12325557],[ 1.6878971 -1.6430256],0.07824259996414185
Sam Wilson,winter_soldier.txt,[to Steve and Natasha] I made breakfast. If you guys...eat that sort of thing. [later as they are sat in Sam's kitchen],0.0,[ 1.2704635  -0.82354784],[ 1.5382074 -1.6607382],0.1192179024219513
Natasha Romanoff,winter_soldier.txt,"So, the question is",0.0,[ 1.7850574 -0.9909114],[ 1.2794344 -1.2890505],0.027180254459381104
Steve Rogers,winter_soldier.txt,Pierce.,0.0,[ 0.9036005  -0.09125886],[ 1.1042168 -1.0733982],0.026780307292938232
Natasha Romanoff,winter_soldier.txt,Who happens to be sitting on top of the most secure building in the world.,0.4666666666666666,[-0.9421363  1.2191385],[ 1.8093694 -1.8255963],0.024415254592895508
Steve Rogers,winter_soldier.txt,"But he's not working alone, Zola's algorithm was on the Lemurian Star.",0.0,[ 1.5086699 -0.8466273],[ 1.972514 -2.022692],0.019490361213684082
Natasha Romanoff,winter_soldier.txt,So was Jasper Sitwell.,0.0,[0.4207541  0.26768562],[ 1.6256232 -1.6429967],0.02916848659515381
Steve Rogers,winter_soldier.txt,"So, the real question is",0.2,[ 1.6961724 -0.9108005],[ 1.2529403 -1.2648743],0.0251958966255188
Sam Wilson,winter_soldier.txt,The answer is,0.0,[ 1.5889518 -0.7804558],[ 1.3401481 -1.3094915],0.028096824884414673
Steve Rogers,winter_soldier.txt,What's this?,0.0,[ 1.9054703 -1.0195409],[ 1.3470072 -1.330578 ],0.027962803840637207
Sam Wilson,winter_soldier.txt,Call it a resume. [Natasha picks up a photo of Sam with his para-rescue team],0.0,[0.2888172  0.26421216],[ 2.0425184 -2.1484466],0.022054463624954224
Natasha Romanoff,winter_soldier.txt,"Is this Bakhmala? The Khalid Khandil mission, that was you. [to Steve] You didn't say he was a para-rescue. [looking at the photo of Sam with his colleague]",0.0,[ 1.3592564 -0.8499204],[ 2.1538115 -2.3591988],0.07781907916069031
Steve Rogers,winter_soldier.txt,Is this Riley?,0.0,[ 1.7276171 -0.9791653],[ 1.3088189 -1.2961401],0.027025997638702393
Sam Wilson,winter_soldier.txt,Yeah.,0.0,[-0.0112833  0.4965879],[ 0.8073447 -0.7215428],0.027981340885162354
Natasha Romanoff,winter_soldier.txt,"I heard they couldn't bring in the choppers because of the RPGs. What did you use, a stealth chute?",0.0,[ 1.8920511 -1.2610437],[ 1.5041226 -1.5493339],0.021982520818710327
Sam Wilson,winter_soldier.txt,"No. These. [he hands Steve the file, Steve opens it and reads it]",0.0,[ 1.7239573 -1.0936226],[ 1.8961524 -1.991068 ],0.020023584365844727
Steve Rogers,winter_soldier.txt,I thought you said you were a pilot.,0.0,[0.05173056 0.60842484],[ 1.7262521 -1.6529816],0.09587693214416504
Sam Wilson,winter_soldier.txt,I never said pilot.,0.0,[0.66217595 0.06085974],[ 1.235258  -1.1709934],0.03947824239730835
Steve Rogers,winter_soldier.txt,"I can't ask you to do this, Sam. You got out for a good reason.",0.7,[ 1.7400213 -0.9827603],[ 1.6889058 -1.5901598],0.17641067504882812
Sam Wilson,winter_soldier.txt,"Dude, Captain America needs my help. There's no better reason to get back in.",-0.125,[ 1.4015232 -0.7752078],[ 1.564788  -1.7285696],0.11342597007751465
Steve Rogers,winter_soldier.txt,Where can we get our hands on one of these things?,0.0,[ 2.3417697 -1.5048589],[ 1.4603146 -1.414471 ],0.07165524363517761
Sam Wilson,winter_soldier.txt,"The last one is at Fort Meade, behind three guarded gates and a twelve-inch steel wall. [Steve looks at Natasha who shrugs her shoulders]",0.0,[ 1.0871445  -0.45548353],[ 1.5596855 -1.6739018],0.0508403480052948
Steve Rogers,winter_soldier.txt,Shouldn't be a problem. [Steve throws down the file on the table and we see that it's a classified military project called Falcon],-0.1277777777777778,[ 0.7506491  -0.21522197],[ 1.8908349 -1.9889166],0.0224606990814209
Jasper Sitwell,winter_soldier.txt,"Any constituent in particular, Mr. Senator?",0.1666666666666666,[ 2.1854763 -1.2268541],[ 1.6811279 -1.7453032],0.04929235577583313
Jasper Sitwell,winter_soldier.txt,Doesn't sound much of a problem to me.,0.3,[0.51458544 0.09114991],[ 1.4718748 -1.3976114],0.12751424312591553
Jasper Sitwell,winter_soldier.txt,Thank you.,0.0,[-0.32812458  0.9028951 ],[ 1.3803478 -1.3589175],0.16198284924030304
Jasper Sitwell,winter_soldier.txt,"I just saw that, yeah.",0.0,[-0.00060915  0.58295536],[ 1.693228  -1.5948867],0.03122425079345703
Jasper Sitwell,winter_soldier.txt,"I think you should. [Stern walks away] [Sitwell gets a call from Pierce, Sitwell turns to his men] I need a minute. Bring the car around. [his men leave and Sitwell answers the phone] Yes, sir?",0.0,[ 1.8804821 -1.1857688],[ 1.7009205 -1.8844367],0.14779579639434814
Sam Wilson,winter_soldier.txt,"Agent Sitwell, how was lunch? I hear the crab cakes here are delicious.",1.0,[ 1.7229496 -0.857353 ],[ 1.5658265 -1.6721133],0.10601529479026794
Jasper Sitwell,winter_soldier.txt,Who is this?,0.0,[ 2.0699492 -1.028381 ],[ 1.0583963 -1.1635307],0.048908740282058716
Sam Wilson,winter_soldier.txt,"The good looking guy in the sunglasses, your ten o'clock. [Sitwell looks around but doesn't see him] Your other ten o'clock. [Sitwell turns the other way and sees Sam sitting a few feet away from him] There you go.",0.0416666666666666,[ 1.1560395 -0.6625223],[ 1.857911  -2.1012998],0.1758434772491455
Jasper Sitwell,winter_soldier.txt,What do you want?,0.0,[ 2.3265333 -1.3948895],[ 1.563152  -1.5864993],0.12887749075889587
Sam Wilson,winter_soldier.txt,"You're gonna go around the corner, to your right. There's a grey car, two spaces down. You and I are gonna take a ride.",0.0267195767195767,[ 1.5107173  -0.74386966],[ 1.6781245 -1.5665336],0.13255150616168976
Jasper Sitwell,winter_soldier.txt,And why would I do that?,0.0,[ 1.9178556 -1.2139033],[ 1.4646    -1.5350176],0.118802011013031
Sam Wilson,winter_soldier.txt,"Because that tie looks really expensive, and I'd hate to mess it up. [Sitwell looks down at his tie and sees a small red light from the gun being pointed at him] [Steve throws Sitwell across a rooftop, Natasha follows behind him]",-0.2350694444444444,[ 1.4458553 -0.9683928],[ 1.2843319 -1.4666935],0.08899334073066711
Steve Rogers,winter_soldier.txt,Tell me about Zola's algorithm.,0.0,[ 0.85934144 -0.26883793],[ 1.8715879 -1.7546463],0.0329897403717041
Jasper Sitwell,winter_soldier.txt,Never heard of it.,0.0,[0.51238686 0.1092123 ],[ 1.0630816 -1.0555772],0.0527837872505188
Steve Rogers,winter_soldier.txt,What were you doing on the Lemurian Star?,0.0,[ 2.0250788 -1.325065 ],[ 1.8434688 -2.0948226],0.03171133995056152
Jasper Sitwell,winter_soldier.txt,"I was throwing up, I get seasick. [Steve forces Sitwell to the edge of the rooftop, Sitwell just smiles] Is this little display meant to insinuate that you're gonna throw me off the roof? Because it's really not your style, Rogers.",-0.14375,[ 1.4048424  -0.88644266],[ 1.578254 -1.832112],0.1696397066116333
Steve Rogers,winter_soldier.txt,"You're right. It's not. It's hers. [Steve steps aside and Natasha kicks Sitwell off the roof, he plummets down screaming]",0.065079365079365,[ 1.5728365  -0.96303606],[ 0.89668155 -1.0214561 ],0.1455267071723938
Natasha Romanoff,winter_soldier.txt,"Oh, wait. What about that girl from accounting, Laura...?",0.0,[ 0.7247482  -0.38241106],[ 1.4374021 -1.3576653],0.09718722105026245
Steve Rogers,winter_soldier.txt,"Lillian. Lip piercing, right?",0.2857142857142857,[ 0.8639086 -0.3356831],[ 1.2354008 -1.2804333],0.1638907939195633
Natasha Romanoff,winter_soldier.txt,"Yeah, she's cute.",0.5,[-0.93514353  1.2685539 ],[ 1.0006304 -0.9868289],0.17348109185695648
Steve Rogers,winter_soldier.txt,"Yeah, I'm not ready for that. [suddenly, Sam, in his Falcon jet-pack suit with wings, flies up holding Sitwell and throws him down on the roof] [Steve and Natasha walk towards Sitwell, he holds his hand up in fear]",-0.0851851851851852,[ 1.6699404 -0.894349 ],[ 1.5343434 -1.7800568],0.07582512497901917
Jasper Sitwell,winter_soldier.txt,Zola's algorithm is a program...for choosing Insight's targets!,0.0,[-0.5341533   0.79119223],[ 2.068514 -2.031103],0.02751070261001587
Steve Rogers,winter_soldier.txt,What targets?,0.0,[ 2.153759  -1.2326144],[ 1.5256861 -1.4988626],0.02288910746574402
Jasper Sitwell,winter_soldier.txt,"You! A TV anchor in Cairo, the Undersecretary of Defense, a high school valedictorian in Iowa city. Bruce Banner, Stephen Strange, anyone who's a threat to HYDRA! Now, or in the future.",0.0325,[ 1.2962426 -0.8142469],[ 1.6938108 -1.8801671],0.045018672943115234
Steve Rogers,winter_soldier.txt,The Future? How could it know? [Sitwell laughs],0.0,[ 1.6716051 -1.0123086],[ 1.4927127 -1.6410643],0.03215113282203674
