Name,Line,Sentiment,Irony,Hate
DANNY,"Saul, you sure you're ready to do
                  this?

     Saul turns away, and when he faces Danny again, his
     entire aspect has changed: His features stone, his eyes
     icicles.",0.2333333333333333,[ 0.75443274 -0.30749848],[ 1.8286418 -2.0004902]
SAUL,"If you ever question me again,
                  Daniel, you won't wake up the
                  following morning.

     They exchange a long, fierce glance; Saul's eyes never
     waver.",-0.025,[ 0.9524887  -0.48064396],[ 1.666247  -1.9014068]
DANNY,"You're ready.

     Danny signals Tishkoff: let's pay, and Saul immediately
     slumps into his old self. To a mirror, he practices...",0.15,[ 0.36089122 -0.04982881],[ 1.7224287 -1.9257228]
SAUL,"Hello.  My name is Lyman Zerga...
                         (this time a little
                          deeper)
                  My name is Lyman Zerga...",-0.1875,[ 0.5756899  -0.16539046],[ 1.7095245 -1.9541163]
SAUL,"My name is Lyman Zerga... My name
               is Lyman Zerga...

     Danny passes him an envelope full of $100 bills.",0.35,[ 0.5697655  -0.25428116],[ 1.7911872 -2.075456 ]
DANNY,"There's a little over twenty grand
               there, Saul. Try to make it last.

     Saul pats down his pockets for something he can't find...",0.0392361111111111,[-0.28336322  0.3718357 ],[ 1.5681987 -1.7714262]
SAUL,You seen my...,0.0,[ 1.1181972 -0.2975486],[ 1.978035 -1.908444]
DANNY,"(handing him Rolaids)
               Bought you a fresh roll.

     The limo pulls to a stop, and outside there is a flurry
     of FOOTSTEPS before Saul's door swings open, and Turk and
     Virgil (both costumed as bodyguards) stand waiting for
     him.",0.0999999999999999,[ 0.48884675 -0.21976084],[ 1.5637408 -1.8367144]
VIRGIL,"Mr. Zerga, we're here.",0.0,[ 1.3317631  -0.53085685],[ 1.715043  -1.7446574]
DANNY,"Good luck, Lyman.",0.7,[0.28046745 0.3358967 ],[ 1.4595076 -1.3777176]
SAUL,"(hesitates, then gets
                       out)
               Luck is for losers.",-0.2,[-0.33633605  0.7158811 ],[ 1.514381  -1.5334815]
SAUL,"My name is Lyman Zerga.   I'd like
                   a suite, please.",0.0,[ 1.2744173  -0.84304404],[ 1.8329976 -2.0350466]
SAUL,"(long glare at him)
                   I don't make reservations.

      A longer glance at Lyman's bodyguards tells the Concierge
      this is not a man to be denied. As he jumps to it...",-0.05,[ 0.7657526  -0.34764728],[ 1.7949702 -1.9429252]
RUSTY,Okay.   Tell me about Benedict.,0.5,[-1.046523   1.3804156],[ 1.7187845 -1.6309459]
LINUS,The guy is a machine.,0.0,[-0.41849917  0.9477575 ],[ 0.9861734 -0.9583322]
RUSTY (V.O.),What do they talk about?,0.0,[ 1.8207    -0.9842226],[ 1.6011833 -1.5214541]
LINUS,"Give him another ten seconds.

     Around the corner comes Benedict, carrying his black
     portfolio.",-0.0833333333333333,[-0.3312044  0.5951742],[ 1.7723597 -1.892419 ]
LINUS,As I said:   a machine.,0.0,[-1.2807835  1.7954246],[ 1.4083952 -1.2590374]
RUSTY,"And that portfolio contains the
               codes to all the cage doors?",0.0,[-0.3278161   0.33794495],[ 1.617524  -1.7473177]
LINUS,"Two minutes after they've been
                  changed, he's got 'em in hand.
                         (beat)
                  I'll tell you: you guys picked
                  a helluva target. He is as smart
                  and ruthless as they come. The
                  last guy caught cheating here,
                  Benedict not only sent him up for
                  ten years, he got the bank to
                  seize the guy's home and
                  bankrupted --",-0.1571428571428571,[ 0.8211663  -0.59592557],[ 1.5528017 -1.6556679]
RUSTY,"-- his brother-in-law's tractor
                  dealership, I heard.",0.0,[-0.9861743  1.1215346],[ 1.7012755 -1.6423321]
LINUS,"He doesn't just go after your
                  knees, he goes after your
                  livelihood. And everyone-you-
                  ever-met's livelihood.",0.0,[-0.09953335  0.12729463],[ 1.4933363 -1.5889878]
RUSTY,You scared?,0.0,[ 1.83647    -0.99542385],[ 1.5286139 -1.490986 ]
LINUS,You suicidal?,0.0,[ 1.5460504 -0.8936391],[ 1.5045272 -1.6217893]
RUSTY,"Only in the morning.
                         (beat)
                  Now what?",0.0,[ 0.5028098  -0.20970684],[ 1.6949432 -1.7511122]
LINUS,"Now comes the girl... if she comes
                  in after he does, that means
                  they're in a snit.",0.0,[-0.3259911   0.41458145],[ 0.07617098 -0.12939477]
RUSTY,Where's she come from?,0.0,[ 2.2181835 -1.3822597],[ 0.03061823 -0.00297385]
LINUS,"The museum downstairs. She's the
                  curator there. Wait... here she
                  is. You'll like this.

     Rusty looks up as...

     ... a beautiful woman (the one Danny saw on Benedict's
     arm in the New York Times photo) appears. Elegantly
     dressed, a knockout, she moves very much in her own
     private space. And Rusty's face just about drops at the
     sight of her.",0.391060606060606,[ 0.5509278  -0.32338822],[ 1.2899064 -1.375364 ]
LINUS,"I don't know if we can use her
                  yet. I haven't even caught her
                  name.",0.0,[ 1.4839967  -0.95872563],[ 1.7373487 -1.6799495]
RUSTY,Tess.,0.0,[0.60427815 0.04682157],[ 0.7255132  -0.67111635]
LINUS,What?,0.0,[ 1.4070891  -0.49027988],[ 1.2503315 -1.1553091]
RUSTY,"(looks very certain
                          about this, very
                          certain and very
                          upset)
                  Her name is Tess.",0.2523809523809524,[ 0.79834056 -0.5691371 ],[ 1.799805 -1.907944]
TISHKOFF,"This looks familiar. Where'd you
                get this?",0.375,[ 1.1145781 -0.8498206],[ 1.8329507 -1.9096559]
VIRGIL,Off your Rolls.,0.0,[0.3185926  0.24841082],[ 0.81817204 -0.84066665]
TISHKOFF,"Danny!   Tell 'em not to touch the
                Rolls!

      Overlooking the whole enterprise is Danny, grinning from
      ear to ear, happy in his work. He checks a stopwatch in
      his hand as...

      ... the false top to the cash cart before him flies open,
      revealing Yen within, his arms, legs and torso folded
      into a three-by-four foot space. He whips an air hose
      from his mouth and inhales deeply. Danny checks his
      watch.",0.1833333333333333,[ 0.48410004 -0.25691858],[ 1.6724633 -1.7742114]
DANNY,"29:47.   Everything okay in there?

      Yen responds. Of course, Danny doesn't understand him.
      But Rusty does, appearing behind him.",0.0499999999999999,[0.38758194 0.02195926],[ 1.9473697 -2.0126379]
RUSTY,"But what doesn't beat the shit out
                of being a circus performer?

      Danny turns to Rusty:    he looks very, very serious.",-0.3166666666666666,[-0.5366603  0.5688237],[ 1.7233671 -1.7226411]
DANNY,What is it?,0.0,[ 2.317799  -1.2638294],[ 1.3920496 -1.3458811]
RUSTY,"Tell me this isn't about her. Or
                   I'll walk off the job right now.
                          (off Danny's reaction)
                   Tess. She's with Terry Benedict
                   now. Tell me this isn't about
                   screwing the guy who's screwing
                   your wife.",0.2857142857142857,[ 0.3828987  -0.10302959],[ 0.6593083 -0.6555866]
DANNY,Ex-wife.,0.0,[0.36013138 0.23636717],[ 0.45674968 -0.33918074]
RUSTY,Tell me.,0.0,[ 1.0874459  -0.23851967],[ 1.2731608 -1.1391562]
DANNY,"It's not.   About that.   Entirely.

      A beat.",0.0,[ 0.7002799 -0.390066 ],[ 1.7984935 -1.7589282]
DANNY,"You said you needed a reason.
                   Well, this is mine.
                          (beat)
                   When we started in this business,
                   we had three rules. We weren't
                   gonna hurt anybody. We weren't
                   gonna steal from anybody didn't
                   have it coming. And we were gonna
                   play the game like we had nothing
                   to lose. Well, I lost something.
                   Someone. That's why I'm here.

      A beat.",-0.4,[ 1.3898627 -1.0399634],[ 1.6481069 -1.74259  ]
RUSTY,"Here's the problem: we're
                   stealing two things now. And when
                   push comes to shove, if you can't
                   have both, which are you gonna
                   choose? And remember: Tess
                   doesn't divide eleven ways.

      A beat.",0.0,[ 1.6142182 -1.2437727],[ 1.2649282 -1.4143207]
DANNY,"If things go to plan, I won't be
                   the one who has to make that
                   choice.

      The two men stand quietly for a moment.",0.0,[ 0.5035903  -0.21284905],[ 1.6473552 -1.6471704]
DANNY,"How'd she look by the way?
                   Tess...",0.0,[ 0.90676135 -0.5519287 ],[ 1.4442347 -1.5102173]
RUSTY,I've seen her happier.,0.0,[0.03802065 0.6208643 ],[ 1.3896595 -1.2872579]
TESS,"He painted it in the summer of
                   1912, after the break-up with
                   Fernande Olivier.",0.0,[-0.5622727  0.7455985],[ 1.9220921 -2.004397 ]
TESS,"You can see the conflict. He
                   makes her both erotic and
                   grotesque. He's hopelessly drawn
                   to her, and yet she drives him
                   crazy.",-0.15,[-0.02046948  0.2017417 ],[ 0.6852987  -0.69205725]
TESS,"Mr. Benedict is never late.

      Just then the double doors to the gallery swing open, and
      Terry Benedict enters, right on time.",0.1089285714285714,[-0.7682557   0.80697703],[ 1.9028666 -1.9343672]
BENEDICT,Am I late?,-0.3,[ 1.966476  -1.2064743],[ 1.437035  -1.4335552]
TESS,"Not at all, Mr. Benedict.
                          (greeting him)
                   Allow me to introduce to you Mr.
                   Jean Santaniello.",0.0,[ 0.6934887 -0.3992565],[ 2.0904968 -2.2252026]
BENEDICT,"(to Seller)
                   Mr. Santaniello, I apologize if I
                   kept you. I had to iron out a few
                   issues with my fight promoter. I
                   gave him an unlimited budget, and
                   he exceeded it.",-0.2,[ 0.6928281 -0.3693165],[ 1.8690118 -1.9989842]
BENEDICT,"We hope.

      Tess angles Benedict toward the painting.",0.0,[-0.2126733   0.55091596],[ 1.6873711 -1.6599607]
TESS,"Here it is.

      Benedict moves toward the painting, and as he does he
      catches Tess in his glance, and his smile deepens. Then:",0.3,[ 0.5203259  -0.12481792],[ 1.9345421 -2.1059349]
BENEDICT,"Magnificent! I've been following
                   her for fifteen years now. At
                   last I've made her a home.
                          (to Tess)
                   All the arrangements and so
                   forth...",0.3333333333333333,[ 0.4768511 -0.3327436],[ 1.9596443 -2.1321714]
BENEDICT,"Not mine. She belongs to everyone
                   who comes into my hotel. Isn't
                   that right, Ms. Ocean?",0.2857142857142857,[ 0.3733518  -0.15636128],[ 0.8311511 -0.9869782]
TESS,"Yes, Mr. Benedict.",0.0,[0.2570687  0.37235695],[ 1.4582478 -1.5136011]
BENEDICT,"She's lovely, isn't she?
                          (as the Seller is
                           confused; Benedict
                           specifies painting)
                   I can't be the only one who was
                   after her.",0.0333333333333333,[ 1.03894    -0.60611874],[ 1.5974563 -1.682098 ]
BENEDICT,"Ah, but this... You can't put a
                   price on beauty. But I shouldn't
                   philosophize. I own casinos,
                   after all.",0.6,[ 0.19920923 -0.03655035],[ 1.3861951 -1.5436457]
BENEDICT,"Of course, of course.

      Tess understands: she is not to be part of the photo.
      Benedict and the Seller pose together and...

      Flash!",0.0,[-0.16021062  0.39961544],[ 1.4013962 -1.3409317]
TESS,You like it?,0.0,[ 1.8857692 -1.0615739],[ 1.6441296 -1.5949987]
BENEDICT,"I like that you like it.
                          (beat)
                   I have some bad news from the
                   world of high fashion. It seems
                   Mike Tyson will be wearing red on
                   Saturday night. Red trunks with a
                   white stripe.",-0.1079999999999999,[-0.18145435  0.36009595],[ 1.7164835 -1.6914446]
TESS,Oh?,0.0,[ 0.83438724 -0.10708818],[ 1.2486252 -1.1839556]
BENEDICT,"And you, as I recall, will be
                   wearing a red Donna Karan? And
                   when the TV cameras pick us up in
                   the front row, that red dress...",0.0,[-0.4471043   0.48057505],[ 1.4268321 -1.2817509]
TESS,I see.,0.0,[-0.00405507  0.5472863 ],[ 1.169933  -1.0319955]
BENEDICT,"He's a charming man, but no one's
                   going to be watching him when they
                   can make a study of you. I've
                   asked Paolo to find three or four
                   things for you to try. I hope
                   you're not too disappointed.

      She is, but she buries it.",-0.025,[ 1.0938781  -0.85703903],[ 1.4659511 -1.3995575]
BENEDICT,"Are you sure?

      She nods, smiles faintly.",0.0,[0.0157207  0.25008082],[ 1.7815465 -1.8016316]
BENEDICT,"I'll see you tonight.

      Instinctively she leans in to kiss him.        He recoils ever
      so slightly.",-0.1666666666666666,[0.23935056 0.13390109],[ 1.0813354 -1.0371836]
TESS,"What?    We're alone.

      He lets his eyes wander along the length of the ceiling,
      over all the eye-in-the-sky cameras hidden there. She
      follows his look.",-0.1666666666666666,[0.21359217 0.07372486],[ 1.799235  -1.7379631]
BENEDICT,"In my hotels, there's always
                   someone watching.

      But he kisses her anyway.",0.0,[-0.1381032   0.46664992],[ 1.3222003 -1.2411584]
TESS,"I'll see you tonight.

      He glances once more on the Picasso as he moves away.",0.5,[0.07106812 0.32048997],[ 1.9425522 -1.942212 ]
BENEDICT,"Actually, I do like it.

      And Tess remains, thinking:         he's rich, he's handsome and
      wooing, but is she happy?",0.41875,[ 0.5086021  -0.27398068],[ 1.4818966 -1.5747498]
SAUL,"I don't believe in weakness. It
                 costs too much. I don't believe
                 in questions, either.",0.2,[ 1.6279641 -1.0035266],[ 1.4819444 -1.5170587]
BENEDICT,Eddie.    Anything for me?,0.0,[ 1.0194     -0.60650736],[ 2.0149531 -2.1691434]
BENEDICT,Who is he?,0.0,[ 2.2861762 -1.2511379],[ 1.2106743 -1.3574954]
BENEDICT,Zerga?    Never heard of him.,0.0,[-0.60983473  1.0505391 ],[ 1.6356888 -1.6694405]
BENEDICT,He's staying here?,0.0,[ 1.4264401  -0.77517235],[ 1.7385232 -1.8637294]
BENEDICT,How's he doing?,0.0,[ 2.1722052 -1.2529176],[ 1.6990079 -1.7711335]
BENEDICT,"(knowing he can't
                           duck this)
                   Good for him...",0.7,[-0.8510658  1.1438062],[ 1.4296969 -1.5241904]
TESS,"(without looking
                            at him)
                   You're thirty seconds late. I was
                   about to send out a search
                   party...
                          (recognizing the hands,
                            she turns, stunned)
                   Danny...",-0.3,[ 0.964887   -0.62791204],[ 1.801036  -1.9590352]
DANNY,"(standing over her,
                           grinning)
                   Hello, Tess.",0.0,[0.00419307 0.37778845],[ 1.5957555 -1.6831795]
TESS,"(thrilled and petrified
                           and stunned to see
                           him, but outraged
                           mostly)
                   What are you doing here?",0.0666666666666666,[ 0.84908074 -0.51448226],[ 1.8883256 -1.8909531]
DANNY,I'm out.,0.0,[ 1.076175   -0.21198165],[ 1.2482656 -1.1165303]
TESS,You're out.,0.0,[0.68158305 0.06354178],[ 1.2602274 -1.0892746]
DANNY,"Of prison. You remember. The day
                   I went for cigarettes and never
                   came back. You must have noticed.",0.0,[0.05377438 0.07952489],[ 1.8346864 -1.7804434]
TESS,"I don't smoke.
                          (as he sits)
                   Don't sit --",0.0,[ 0.64377815 -0.42283544],[ 1.7174461 -1.7609984]
DANNY,"(but he does)
                   They said I'd paid my debt to
                   society.",0.0,[-0.5007594   0.84037393],[ 1.707519  -1.8147814]
TESS,"Funny, I never got a check.

      Danny smiles.    Tess stares daggers.",0.25,[-0.7394529  0.8751391],[ 1.749162  -1.7593007]
DANNY,"You're not wearing your ring.

      A beat.",0.0,[0.42574596 0.02196135],[ 1.3892056 -1.3445243]
TESS,"I sold it. And I don't have a
                   husband. Or didn't you get the
                   papers?",0.0,[ 0.82784086 -0.55162555],[ 1.6904985 -1.75364  ]
DANNY,My last day inside.,0.0,[0.38250864 0.307575  ],[ 1.5533124 -1.4285837]
TESS,"I told you I'd write.

      Danny reaches his hand (ringed) for hers (ringless), but
      she removes it from the table.",0.0,[ 0.52812356 -0.03906932],[ 1.6153316 -1.708265 ]
TESS,Danny.   Go.   Now. Before...,0.0,[ 0.6368044  -0.39780408],[ 1.6148123 -1.5613103]
DANNY,"Benedict?

      She freezes: Danny knows.       He smiles:   it's okay.   Then,
      to a passing waiter:",0.5,[-0.5786039  0.7104531],[ 1.8823196 -1.8200401]
DANNY,"(his fingers two
                           inches apart)
                   Whiskey and --
                          (then one inch
                           apart)
                   -- whiskey.",0.0,[ 1.0100151 -0.5996108],[ 1.4621022 -1.6720476]
TESS,Danny...,0.0,[ 0.932384   -0.22349381],[ 1.5110925 -1.443199 ]
DANNY,"You're doing a great job curating
                   the museum.

      She sighs, exasperated.",0.8,[-1.4674478  1.5270549],[ 1.91468   -1.8393117]
DANNY,"The Vermeer is quite good. Simple
                   but vibrant. Although his work
                   definitely fell off as he got
                   older.",0.2066666666666666,[ 0.564467   -0.18171754],[ 1.8148999 -1.8740044]
TESS,Remind you of anyone?,0.0,[ 2.1425412 -1.3922656],[ 2.0477924 -2.0830476]
DANNY,"And I still get Monet and Manet
                   confused. Which one married his
                   mistress?",-0.075,[ 0.7569931 -0.4726223],[ 1.2104985 -1.356414 ]
TESS,Monet.,0.0,[0.6100683  0.01108941],[ 1.0546912 -1.025609 ]
DANNY,Right.   Manet had syphilis.,0.2857142857142857,[-1.6516219  1.9460607],[ 1.0312291 -1.1664846]
TESS,"They also painted occasionally.

      A beat.",0.0,[0.13644715 0.23731074],[ 1.6617206 -1.6078378]
DANNY,"You don't know how many times I
                   played this conversation out in my
                   head the last two years.",0.25,[-0.01729135  0.42891124],[ 1.7731756 -1.5617385]
TESS,Did it always go this poorly?,-0.4,[ 2.2522821 -1.347597 ],[ 1.7347664 -1.6288747]
DANNY,Yes.,0.0,[0.35707092 0.19407618],[ 0.7713877 -0.6977943]
TESS,Sounds frustrating.,-0.4,[-0.65724957  1.1913221 ],[ 1.3952719 -1.2285817]
DANNY,"You were never easy.
                          (as she shrugs)
                   Okay. I'll make this quick. I came
                   here for you. I'm gonna get on with
                   my life, and I want you with me.",0.2055555555555555,[ 1.1174123 -0.5577854],[ 1.7068979 -1.7252483]
TESS,You're a thief and a liar.,0.0,[0.35224152 0.25112256],[ 0.80445963 -0.6591282 ]
DANNY,"I only lied about being a thief.
                   But I don't do that anymore.",0.0,[-0.3964536  0.5929317],[ 1.6089336 -1.5809664]
TESS,Steal?,0.0,[ 1.5484055 -1.0972692],[ 1.3769059 -1.5626911]
DANNY,Lie.,0.0,[0.1788227 0.3488216],[ 0.8239002 -0.7424134]
TESS,"I'm with someone now who doesn't
                   have to make that kind of
                   distinction.",0.6,[0.36245367 0.05167577],[ 1.296753  -1.3813013]
DANNY,"No, he's very clear on both.",0.13,[ 0.5894558  -0.00510015],[ 1.4447623 -1.3834442]
TESS,"Nice.   Work on that for two years, too?",0.6,[-2.2862728  2.297978 ],[ 1.6716055 -1.5873182]
DANNY,"Year and a half.

      A light smile from Tess.",0.1777777777777777,[-0.43215165  0.6824813 ],[ 2.0305948 -1.9677173]
TESS,Do you know what your problem is?,0.0,[ 2.189068  -1.2838881],[ 1.8980658 -1.9000202]
DANNY,I only have one?,0.0,[ 1.9681951 -1.1356814],[ 1.7515161 -1.6744682]
TESS,"You've met too many people like you.
                          (then)
                   I'm with Terry now.",0.5,[-0.12387361  0.4587947 ],[ 1.8673565 -1.881731 ]
DANNY,Does he make you laugh?,0.3,[ 1.683006  -1.0345212],[ 1.8920364 -1.9455711]
TESS,He doesn't make me cry.,0.0,[ 1.0411493 -0.2817593],[ 1.7371163 -1.5976026]
FRANK,"Bank wins -- natural nine.

      Benedict steps forward.",0.2,[-0.7614749  0.871019 ],[ 1.7203232 -1.7686344]
BENEDICT,Mr. Weintraub.     How's everything?,0.0,[-0.6175762  0.9412097],[ 2.0641565 -2.0925524]
BENEDICT,"And here I thought you were
                   drinking vodka.
                          (turning attention to
                           Saul)
                   Mr. Zerga.",0.0,[-0.58203304  0.6652872 ],[ 1.8020159 -1.8537405]
SAUL,"Mr. Benedict. I recognize you
                   from the TV. You know, nine
                   casinos out of ten, owner comes
                   up in the middle of the hand to
                   ask me what I want. I respect
                   your waiting.",0.0,[ 0.35108364 -0.12909634],[ 1.865413  -2.0437799]
BENEDICT,"You're the guest, sir.",0.0,[ 0.8232636  -0.12957355],[ 1.4535228 -1.4347137]
SAUL,"And I have to impose on your
                   hospitality. Can you sit in for a
                   hand?",0.0,[ 0.8726577  -0.44705778],[ 1.3863536 -1.50117  ]
BENEDICT,"I'd love to, Mr. Zerga, but the
                   gaming board would feed me to my
                   white tigers.",0.25,[0.11258568 0.24987128],[ 1.0404195 -1.0650626]
SAUL,"That's a shame. You're the king
                   of Vegas and you have to play
                   craps in the alley.",0.0,[-1.0313966  1.2221595],[ 1.2907747 -1.3865391]
BENEDICT,"No shame at all. Reminds me of my
                   youth.",0.0,[-0.19146405  0.54978573],[ 1.7099917 -1.6420783]
SAUL,"The fight is Saturday, is it not?",0.0,[ 1.9926428 -1.1265   ],[ 1.4932696 -1.4736286]
BENEDICT,Yes.   I can get you seats...,0.0,[-0.86387855  1.1228547 ],[ 1.5436882 -1.4008808]
SAUL,"No, no. Hand-to-hand combat
                   doesn't interest me. I have a
                   package arriving here Saturday
                   evening. A black briefcase,
                   standard size, the contents of
                   which are very valuable to me.",0.0111111111111111,[ 1.1656228 -1.0014464],[ 1.8636409 -1.9009179]
BENEDICT,"I'd be happy to put it in the
                   house safe for you.",0.65,[ 0.54233104 -0.11185475],[ 1.145645  -1.3128054]
SAUL,"The house safe is for brandy and
                   grandmother's pearls. I'm afraid
                   I need something more secure.",0.2,[ 0.43576437 -0.32132894],[ 1.3229433 -1.3632907]
BENEDICT,"I can assure you, the house safe
                   is utterly...",0.25,[-0.10005381  0.27999404],[ 1.7079858 -1.8040681]
SAUL,"(his looks stops
                           Benedict)
                   I can assure you, Mr. Benedict,
                   your generosity in this matter
                   will not go overlooked. Now:
                   what can you offer me besides the
                   safe?

      Saul's eyes are pure steel: he is not a man familiar
      with being denied. And Benedict recognizes that fact.",0.3630952380952381,[ 1.453909  -1.0554453],[ 1.7464952 -2.0180504]
TESS,"See, the kind of people you steal
                   things from, they have insurance
                   to compensate them. They get made
                   whole again. I had to leave New
                   York to get away from what
                   happened. How do I get my five
                   years back, Danny?",0.2340909090909091,[ 0.5096445  -0.38177404],[ 1.4253346 -1.5811217]
DANNY,"You can't. But what you can do is
                   not throw away another five years.",0.0,[ 1.0499686 -0.5383519],[ 1.46131   -1.3965031]
TESS,You don't know anything about --,0.0,[ 1.4335071 -0.8391503],[ 1.7419786 -1.6772522]
DANNY,"(leaning in)
                   Listen, you don't love me anymore,
                   you want to make a life with
                   someone else? Fine, I'll have to
                   live with that. But not him.",0.351010101010101,[ 0.75502276 -0.3739908 ],[ 1.1641936 -1.2318786]
TESS,Spoken like a true ex-husband.,0.35,[0.19608836 0.5034128 ],[ 1.2380763 -1.2443533]
DANNY,"I'm not joking, Tess.",0.0,[ 0.7503471  -0.14909983],[ 1.4080981 -1.3417276]
TESS,"I'm not laughing.
                          (beat)
                   You have to admit there's a
                   conflict of interest when you give
                   me advice about my love life.

      Danny exhales and leans back.",0.25,[0.09276027 0.12575632],[ 1.9066936 -1.9805242]
DANNY,"Yes. But that doesn't mean I'm
                   wrong.

      She looks at him, and maybe part of her knows that he
      isn't. She looks down at his ring, somewhat wistful.
      He sees her looking at it.",-0.3226851851851852,[ 1.3465449 -0.8405776],[ 1.5443603 -1.590044 ]
TESS,"Do you remember what I said to you
                   when we first met?",0.25,[ 0.69612056 -0.25726452],[ 1.9701468 -1.9852022]
DANNY,"You said: you better know what
                   you're doing.",0.5,[-0.7585675   0.86786556],[ 1.5525634 -1.5680549]
TESS,"Do you? Now? Because -- truly --
                   you should walk out the door if
                   you don't.",0.0,[ 0.84189475 -0.60692036],[ 1.5054651 -1.5852782]
DANNY,I know what I'm doing.,0.0,[-0.04261932  0.7278265 ],[ 1.6904634 -1.583903 ]
BENEDICT,"What are you doing?

      Terry Benedict is hovering over them, fresh from his
      meeting with Saul.",0.3,[-0.47535372  0.5998963 ],[ 1.9486525 -2.0417697]
DANNY,Catching up.,0.6,[ 0.96128666 -0.13990024],[ 1.5238086 -1.5173804]
TESS,"Terry, meet my ex-husband...",0.0,[ 0.7834243  -0.27920654],[ 1.7255379 -1.7480521]
DANNY,"(extending his hand)
                   Danny Ocean.",0.0,[0.61347425 0.01843253],[ 1.8925029 -2.0385668]
BENEDICT,"(taking it)
                   Mr. Ocean.
                          (to Tess)
                   Forgive me for being late. A
                   guest required my attention.",-0.3,[ 0.47120708 -0.18646929],[ 1.9232112 -2.1036763]
TESS,"Danny was just walking through the
                   restaurant and spotted me.",0.0,[-0.8581812  0.9616153],[ 2.0095885 -2.0894608]
BENEDICT,Is that right?,0.2857142857142857,[ 1.9308642 -0.968508 ],[ 1.2775886 -1.2873884]
DANNY,I was shocked myself.   Imagine the odds.,-0.7,[-0.59456515  1.2156054 ],[ 1.7358555 -1.503441 ]
BENEDICT,"'Of all the gin joints in all the
                   world...'
                          (beat)
                   You've been in prison until
                   recently, isn't that right? How
                   does it feel to be out?",0.1428571428571428,[ 0.65458816 -0.41174373],[ 1.7725242 -1.9165468]
DANNY,"About the same. Everything you
                   want is still on the other side.",-0.0625,[ 0.66937333 -0.31645042],[ 1.7758979 -1.729669 ]
BENEDICT,"There's the human condition for
                   you.",0.0,[0.07459719 0.39743388],[ 1.4765855 -1.4435822]
TESS,"Terry, Danny was just about to...",0.0,[ 0.98993593 -0.28173816],[ 1.5305979 -1.485103 ]
DANNY,"I just wanted to say hello.   For
                   old time's sake.",0.1,[0.05990098 0.48551854],[ 1.7916344 -1.8010259]
BENEDICT,"Stay for a drink, if you like.",0.0,[ 1.9614731 -1.1721065],[ 1.4303502 -1.403315 ]
TESS,He can't --,0.0,[ 1.1393939  -0.34295267],[ 1.4751877 -1.3758239]
DANNY,"(simultaneously)
                   -- I can't.

      An awkward silence.    Benedict takes Tess's hand in his.",-0.6,[ 0.844351   -0.21050891],[ 1.7162111 -1.7710928]
BENEDICT,"Well, then I don't imagine we'll
                   be seeing you again, Mr. Ocean.",0.0,[-0.15799673  0.49763492],[ 1.6679085 -1.7120569]
DANNY,You never know.,0.0,[ 0.6996755  -0.16305262],[ 0.95538723 -0.84613276]
BENEDICT,"I know everything that happens in
                   my hotels.",0.0,[-0.6079412  1.0117089],[ 1.8085822 -1.6987556]
DANNY,So I should put those towels back.,0.0,[ 1.1773864  -0.48686862],[ 1.1685106 -1.2315329]
BENEDICT,The towels you can keep.,0.0,[0.23216467 0.36375806],[ 1.1286746 -1.1336857]
DANNY,"(smiles, rises)
                   Good seeing you, Tess.",0.7,[-0.8822978  1.0058692],[ 1.7358668 -1.7724504]
TESS,"Take care, Danny.

      Danny goes.    When he's out the door...",0.0,[-0.06760893  0.3006173 ],[ 1.7649456 -1.7825518]
TESS,I'm sorry --,-0.5,[ 0.74530345 -0.00326603],[ 1.6426417 -1.5475744]
BENEDICT,"(like lightning)
                   Don't be.",0.0,[ 0.571097   -0.11955931],[ 1.6820081 -1.5504552]
BASHER,"(eyes never leave
                           his work)
                   Just jumping into the shower, can
                   you come back later?

      The maid moves on, on TV:     A Reporter broadcasts live...",0.0454545454545454,[ 0.37491822 -0.07585937],[ 1.6800171 -1.6560463]
BENEDICT,Good to see you.,0.7,[-1.2578152  1.5686522],[ 1.3518206 -1.3052472]
BENEDICT,"I hope there's as much dynamite in
                the Paradiso as there will be in
                this Saturday's fight.

      ... and -- WHOOMPH -- the PLUNGER comes down and -- write
      your own onomatopoeia here -- the PARADISO IMPLODES.
      Reuben wipes a tear from his eye.",0.2148148148148148,[ 0.20263465 -0.06102411],[ 1.3968428 -1.5399572]
BASHER,"Shit.

      As he scrambles out the door, making sure to post a ""Do
      Not Disturb"" sign...",0.15,[-0.39293832  0.4967952 ],[ 1.7555872 -1.8515426]
RUSTY (V.O.),"Saturday day is yours. Do
                   whatever you like with it.",0.0,[ 0.5131375  -0.27146542],[ 1.5532604 -1.5765871]
RUSTY,"Call is at five-thirty. Makeup
                   and costume. Saul's package
                   arrives at seven-fifteen, and
                   Linus grabs our codes. All goes
                   well there and we're a go. Seven-
                   thirty Virgil and Turk deliver Yen
                   and we're committed. From that
                   point, we have thirty minutes to
                   blow the power or he suffocates.

      We DESCEND ONTO the miniature of the vault, then --",0.0,[ 1.5758793 -1.2899642],[ 1.8015785 -1.989436 ]
